model,prompt,Alignment,Geometry,Texture,Overall
magic3d,A lion rider is riding a motorcycle,8.777777778,7.526315789,6.75,7.45
magic3d,A mermaid is holding a white conch shell,7.105263158,5.888888889,5.9,6.476190476
magic3d,A mouse pirate is guarding a tiny treasure chest,6.526315789,5.055555556,5.2,5.476190476
magic3d,A panda detective is using a magnifying glass to examine an ancient scroll,4.823529412,4.157894737,4.5625,4
magic3d,A parrot wearing a crown is sitting on a jeweled throne,5.526315789,4.333333333,5.35,5.095238095
magic3d,A penguin in a tuxedo is conducting an orchestra with a baton,3.526315789,3.166666667,1.526315789,2.7
magic3d,A phoenix with flaming wings is carrying a silver lantern,4.941176471,4.105263158,3.9375,4.052631579
magic3d,A rabbit pirate is holding a treasure map with a carrot symbol,5.736842105,5.052631579,5.388888889,5.095238095
magic3d,A rabbit with a top hat is balancing on a golden egg,4.578947368,3.681818182,4.19047619,3.857142857
magic3d,A raccoon detective is studying a map under a magnifying glass,5.631578947,5,5.368421053,5.25
magic3d,A raccoon with wings is casting a spell with a magic wand,4.368421053,3.526315789,4.222222222,3.619047619
magic3d,A robot butler is holding a tray with a crystal goblet,7.470588235,6.210526316,5.8125,6.421052632
magic3d,A shark with a crown is holding a golden trident,5.210526316,4.888888889,4.611111111,4.523809524
magic3d,A skeleton knight is polishing his golden sword,4.947368421,3.545454545,3.571428571,4
magic3d,A monkey wizard is riding a flying broom and eating a banana,7,6.352941176,6.235294118,6.263157895
magic3d,A dog wearing backpack is walking on a rainbow,4.944444444,4.105263158,4.95,4.35
sjc,A striped zebra,4.157894737,3.5,2.473684211,3.1
sjc,A green pepper,5,3.277777778,2.8,3.714285714
sjc,A grey mouse,3.857142857,2.3125,1.9,2.263157895
sjc,A blue vase,6.342105263,4.083333333,4.194444444,4.666666667
sjc,A brown bear,3.411764706,2.157894737,1.875,2.315789474
sjc,A red cup,6.1,5.058823529,4.470588235,5
sjc,A round stool,6.526315789,3.545454545,3.523809524,4.142857143
sjc,A wooden boat,5.105263158,3.454545455,2.761904762,3.19047619
sjc,A white helmet,5.55,4.823529412,3.823529412,4.631578947
sjc,A green umbrella,5.411764706,3.631578947,3.3125,4
sjc,A yellow hat,4,2.166666667,2.611111111,2.666666667
sjc,A wooden bench,5.8,4.117647059,4.647058824,4.421052632
sjc,A brown horse,5.904761905,4.5,3.05,4.052631579
sjc,A symmetrical arch,1.368421053,1.545454545,1.380952381,1.238095238
sjc,A glass bottle,6.263157895,3.772727273,3.619047619,4.285714286
sjc,A white rabbit,7.222222222,5.263157895,3.85,4.95
sjc,A red bus,1.789473684,1.157894737,1.222222222,1.285714286
sjc,A blue jacket,0.368421053,0.222222222,0.388888889,0.333333333
sjc,A delicious hamburger,5.473684211,2.611111111,3.5,3.904761905
sjc,A canned Coke,2.105263158,1.210526316,0.833333333,1.523809524
sjc,A badge shaped like a shield,2.631578947,2,1.5,2
sjc,A black umbrella with a curved handle,6.473684211,4.5,3.3,4.714285714
sjc,A bookmark with a tassel,4.15,3.411764706,3.352941176,3.526315789
sjc,A cactus with a blooming flower,6.823529412,4.894736842,4.4375,5.315789474
sjc,A candleholder made of wrought iron,6.888888889,5.421052632,4.7,5.25
sjc,A chess piece carved from ivory,7,6.315789474,5.05,5.8
sjc,A coffee mug with a chipped rim,3.789473684,2.888888889,2.631578947,2.9
sjc,A red rose with a thorny stem,6.95,5.705882353,5.705882353,6.105263158
sjc,A lamp with a fabric shade,4.684210526,3.555555556,3.157894737,3.5
sjc,A lipstick in a golden case,6.055555556,4.789473684,3.85,4.45
sjc,A model airplane with spinning propellers,4.157894737,3.227272727,2.857142857,3.095238095
sjc,A porcelain vase with dragon motifs,5.052631579,3.111111111,3.5,3.80952381
sjc,A soccer ball signed by players,3.95,3.764705882,3,3.263157895
sjc,A steel hammer with a rubber grip,2.157894737,1.368421053,1.333333333,1.619047619
sjc,A stone castle with a drawbridge,0.80952381,0.6875,0.55,0.631578947
sjc,A straw hat with a blue band,6.166666667,3.789473684,3.5,4.1
sjc,A teddy bear holding a heart,4.473684211,3.666666667,2.789473684,3.3
sjc,A wooden chair with a woven seat,3.842105263,2.388888889,2.6,2.714285714
sjc,A headphone with cushioned ear pads,1.842105263,0.947368421,0.833333333,1.142857143
sjc,A white sneaker with blue stripes,3.368421053,2.052631579,1.833333333,2.285714286
sjc,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",2.571428571,1.5625,2,1.842105263
sjc,"A black bat with luminous red eyes, outstretched wings, and a detailed claw with subtle ridges",3.222222222,2.052631579,2.2,2
sjc,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",0.55,0.588235294,0.705882353,0.578947368
sjc,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",6.047619048,5.875,5.2,5.631578947
sjc,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",4,2.833333333,2.75,3.142857143
sjc,A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface,4.947368421,4.666666667,3.315789474,3.85
sjc,"A round clock with a cracked face, golden hands, and worn Roman numerals along the edges",1.157894737,1.210526316,1.333333333,1.142857143
sjc,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",6.473684211,3.631578947,3.888888889,4.619047619
sjc,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",0.722222222,0.857142857,0.647058824,0.526315789
sjc,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",3.947368421,2.526315789,2.111111111,2.857142857
sjc,"A blue jacket with silver buttons, fur lining on the collar, and a tear on the right sleeve",1.055555556,1.19047619,1.294117647,1.105263158
sjc,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",2.166666667,2,1.6,1.65
sjc,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",5.5,5.764705882,4.529411765,5.105263158
sjc,"A green cactus with twisted, gnarled branches, white spines, and tiny red flowers growing at the top",6.277777778,5.210526316,4.25,5
sjc,"A black cat with white paws, one torn ear, and piercing green eyes, sitting with its tail curled",4.95,4.235294118,3.705882353,4.368421053
sjc,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",4.842105263,2.631578947,3,3.428571429
sjc,"A white dove with one bent wing, a scarred beak, and a single, grey feather among its tail",4.684210526,3.111111111,2.944444444,3.523809524
sjc,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",4.947368421,3.5,3.055555556,3.666666667
sjc,"A wooden cabin with a finely crafted stone chimney, detailed log walls, and a delicately carved wooden door",0.833333333,0.578947368,0.6,0.6
sjc,"A golden crown with missing jewels, a slightly bent band, and intricate scrollwork along the edges",5.333333333,4.25,3.15,4.263157895
sjc,A cactus blooming flowers made of glowing embers,2.80952381,2.25,2.4,2.421052632
sjc,"A candleholder resembling a twisted, gnarled tree branch",5.047619048,4.8125,3.45,4.421052632
sjc,A castle built entirely from interlocking giant seashells,4.275,3.147058824,3.558823529,3.473684211
sjc,"A chair made from intertwined vines, leaves still attached",5.111111111,4.904761905,3.882352941,4.473684211
sjc,A flower that blooms metallic petals shaped like butterflies,5.388888889,4.315789474,4.2,4.15
sjc,"A frog wearing a tailored shirt with tiny gold buttons, a red bow tie",3.380952381,2.5625,1.8,2.315789474
sjc,A headphone with ear cups shaped like intricate seashells,3.052631579,2.333333333,1.894736842,2.25
sjc,"A hippo explorer dressed in a khaki outfit, with binoculars slung around its neck",2.611111111,1.904761905,1.764705882,2.052631579
sjc,"A house made from oversized mushrooms, walls and roof",2.736842105,1.777777778,1.666666667,1.857142857
sjc,"A house shaped like a giant teapot, complete with handle and spout",4.894736842,3.277777778,3.388888889,3.476190476
sjc,A hummingbird with wings made of shimmering glass,4.952380952,4,3.45,3.842105263
sjc,"A key carved from bone, adorned with tiny sculpted figures",4.736842105,3.684210526,2.944444444,3.761904762
sjc,"A lamp in the form of a tree, branches holding lights",5.789473684,4.055555556,3.944444444,4.523809524
sjc,A mushroom with a cap resembling a stained glass window,6,4.863636364,3.714285714,4.619047619
sjc,A paintbrush with bristles made of tiny flower petals,2.578947368,2.526315789,2.444444444,2.523809524
sjc,"A rabbit with butterfly wings instead of ears, patterns vivid",3.65,2.882352941,2.647058824,2.947368421
sjc,"A shoe designed to look like fish, scales detailed and shiny",2.421052632,1.888888889,1.578947368,1.65
sjc,A skyscraper constructed from stacked books of varying sizes,0.666666667,0.428571429,0.411764706,0.473684211
sjc,A sunflower with a center that is a functioning clock face,2.888888889,1.789473684,2.25,1.95
sjc,An earring designed as miniature chandeliers adorned with crystals,2,1.263157895,1,1.15
sjc,A black camera and a metal tripod,5.888888889,5.238095238,3.647058824,4.526315789
sjc,A blue umbrella and a silver key,5.15,4.705882353,4.882352941,4.578947368
sjc,A bronze helmet and a golden crown,3.15,2.823529412,3.294117647,2.789473684
sjc,A photo frame and a furry teddy bear,0.777777778,0.736842105,0.5,0.6
sjc,A wooden house and a coconut tree,2.777777778,1.80952381,1.588235294,1.736842105
sjc,A wooden easel and a canvas painting,3.176470588,2.210526316,2.125,2.263157895
sjc,A green apple and a bronze coin,3.631578947,1.5,1.7,2.238095238
sjc,A green cactus and a glass bottle,5.888888889,5.631578947,4.85,5.2
sjc,A leather wallet and a cotton hat,3.105263158,1.727272727,1.952380952,1.904761905
sjc,A metal pen and a plastic ruler,4.421052632,3.421052632,2.222222222,3.476190476
sjc,A plastic spoon and a ceramic cup,3.105263158,2.105263158,1.333333333,2.333333333
sjc,A yellow lemon and a square table,2.157894737,0.944444444,1.277777778,1.333333333
sjc,A red chair and a yellow tennis ball,2.105263158,1.611111111,1.55,1.571428571
sjc,A round clock and a wooden shelf,1.833333333,1.210526316,1.1,1.1
sjc,A silver teapot and a golden cup,2.764705882,2.263157895,1.9375,2
sjc,A white flower and a green vase,4.842105263,2.578947368,2.777777778,3.333333333
sjc,A gray rabbit and a brown squirrel,2.684210526,2.222222222,1.789473684,1.95
sjc,A wooden bench and a bronze statue,1.222222222,1.263157895,1,0.95
sjc,A metal sword and a bronze shield,2.882352941,2.210526316,1.875,2.105263158
sjc,A wooden table and a red candle,4.476190476,3.75,4.15,3.947368421
sjc,A polished silver bell resting on a wooden stand,4.411764706,2.842105263,2.8125,3.157894737
sjc,A white orchid in a ceramic vase,4.210526316,2.777777778,2.944444444,3.142857143
sjc,A white candle in an iron holder,7.105263158,4.888888889,4.833333333,5.571428571
sjc,A set of dice beside a deck of cards,0.947368421,0.772727273,0.761904762,0.714285714
sjc,A ripe strawberry on a delicious cake,1.111111111,0.80952381,1.176470588,0.842105263
sjc,A pink backpack on a yellow kayak,1.45,1.058823529,1.176470588,1.315789474
sjc,A rubber duck next to a wooden comb,5,4.19047619,3.882352941,4.052631579
sjc,A swallow on a red brick square chimney,2.388888889,1.526315789,1.15,1.45
sjc,"A green plant on a rectangular, wooden chair",6.05,3.647058824,4.529411765,4.526315789
sjc,A handwoven basket filled with a ripe peach,5.857142857,4.125,3.25,4.210526316
sjc,A pair of black shoes beside a white hat,6.157894737,4.136363636,4.095238095,4.333333333
sjc,A blue butterfly perched on a yellow flower,6.210526316,3.947368421,3.222222222,4.19047619
sjc,A guitar leaning against a wooden chair,3.722222222,2.421052632,1.85,2.3
sjc,A brass key hanging on a metal hook,3.421052632,2.842105263,2.888888889,2.80952381
sjc,A glass teapot next to a porcelain cup,2.882352941,2.052631579,1.75,2.052631579
sjc,A silk scarf draped over a wooden hanger,0.789473684,0.444444444,0.555555556,0.619047619
sjc,A wooden crate holding a single red apple,2.5,1.571428571,1.647058824,1.736842105
sjc,A small wooden ship inside a glass bottle,4.294117647,3.052631579,3.0625,3.210526316
sjc,A small cactus inside a clay pot,7,4.954545455,4.428571429,5.19047619
sjc,A black hat hanging on a brass hook,3.888888889,3.142857143,2.705882353,3.052631579
sjc,A penguin is waddling with a fish in its beak,2.588235294,2.263157895,1.875,2
sjc,A dog is barking at a cat with its tail wagging,4.157894737,1.894736842,2.055555556,2.714285714
sjc,A dog is licking an ice cream cone with its tail wagging,4.947368421,3.111111111,2.45,3.476190476
sjc,A violinist in a black suit is playing a violin while standing on one foot,5.277777778,4.761904762,3.176470588,4.105263158
sjc,"A cyan crab is holding a sharp, conical shell in its claw",3.368421053,2.055555556,2.111111111,2.142857143
sjc,A yellow truck is crashing into a wooden house,0.823529412,0.894736842,1.0625,0.894736842
sjc,A man holding a book next to a tall bookshelf,4.157894737,3.363636364,3.19047619,3.380952381
sjc,"A turtle is crawling to a circular, white shell",4,3.611111111,2.736842105,3.45
sjc,A brown dog is chewing a high-heeled shoe,2.95,2,2.294117647,2.263157895
sjc,A panda is chewing on bamboo while sitting on its hind legs,5.2,4.529411765,3.941176471,4.526315789
sjc,A knight is polishing a shield while seated on a stool,4.705882353,2.736842105,2.5625,3.157894737
sjc,A dolphin is pushing a ball with its nose while swimming,2.947368421,1.681818182,1.904761905,1.952380952
sjc,A bird is preening its feathers with its beak,2.789473684,2.631578947,2.611111111,2.333333333
sjc,A duck is chasing a yellow ball with its wings flapping,5.157894737,3.727272727,3.238095238,3.857142857
sjc,A knight is jousting with a lance while riding a white horse,3.315789474,2.157894737,1.833333333,2.142857143
sjc,"A cat is playing with a ball of yarn, unraveling it with its paws",2.052631579,1.052631579,1,1.238095238
sjc,A pirate is digging for treasure with a rusty shovel,4.736842105,2.954545455,2.619047619,3.095238095
sjc,A boy is kicking a soccer ball with his foot raised,6.444444444,4.526315789,3.7,4.35
sjc,A black cat is knocking over a glass with its paw extended,3.19047619,2.125,1.8,2.368421053
sjc,A bat is hanging upside down from a branch with its wings folded,3.131578947,1.636363636,1.785714286,1.857142857
sjc,A bear astronaut is planting a flag with a paw print,3.368421053,2.333333333,2.611111111,2.523809524
sjc,A crowned koala is inspecting a mystical golden staff,2.944444444,2.210526316,1.3,1.95
sjc,A fox magician is pulling a rabbit from a hat,4.473684211,3.5,3.631578947,3.75
sjc,A giant tortoise is peacefully resting while a garden of mushrooms grows on its shell,4.055555556,3.19047619,2.588235294,2.947368421
sjc,A lion rider is riding a motorcycle,5.166666667,3.684210526,2.9,3.5
sjc,A mermaid is holding a white conch shell,5.789473684,3.545454545,2.952380952,3.666666667
sjc,A mouse pirate is guarding a tiny treasure chest,4,2.894736842,2.625,3.052631579
sjc,A panda detective is using a magnifying glass to examine an ancient scroll,4.052631579,2.222222222,2.666666667,2.80952381
sjc,A parrot wearing a crown is sitting on a jeweled throne,4.631578947,3.181818182,3.047619048,3.19047619
sjc,A penguin in a tuxedo is conducting an orchestra with a baton,5.611111111,4.684210526,3.45,4.4
sjc,A phoenix with flaming wings is carrying a silver lantern,4.157894737,2.666666667,2.944444444,3.095238095
sjc,A rabbit pirate is holding a treasure map with a carrot symbol,5.166666667,3.947368421,2.7,3.5
sjc,A rabbit with a top hat is balancing on a golden egg,6,4.619047619,3.588235294,4.578947368
sjc,A raccoon detective is studying a map under a magnifying glass,5.4,4.058823529,4,4.157894737
sjc,A raccoon with wings is casting a spell with a magic wand,4.176470588,3.421052632,3.0625,3.263157895
sjc,A robot butler is holding a tray with a crystal goblet,4.368421053,3.318181818,2.523809524,3.047619048
sjc,A shark with a crown is holding a golden trident,5.777777778,4.631578947,3.5,4.1
sjc,A skeleton knight is polishing his golden sword,5.111111111,4.210526316,3.15,3.5
sjc,A monkey wizard is riding a flying broom and eating a banana,4.166666667,4.19047619,3.294117647,3.578947368
sjc,A dog wearing backpack is walking on a rainbow,0.388888889,0.428571429,0.352941176,0.315789474
textmesh,A striped zebra,3.666666667,2.75,2.7,2.684210526
textmesh,A green pepper,9.526315789,8.947368421,8.444444444,8.904761905
textmesh,A grey mouse,8.2,7.294117647,7.235294118,7.684210526
textmesh,A blue vase,7.388888889,6.714285714,6.176470588,6.736842105
textmesh,A brown bear,1,1,1.222222222,1
textmesh,A red cup,1.761904762,1.9375,2.25,1.368421053
textmesh,A round stool,8.352941176,7.631578947,6.9375,7.684210526
textmesh,A wooden boat,5.368421053,4.166666667,3.666666667,4.476190476
textmesh,A white helmet,1.052631579,1.222222222,0.95,0.952380952
textmesh,A green umbrella,1.25,0.823529412,1.764705882,1.157894737
textmesh,A yellow hat,5.789473684,4.666666667,4.055555556,4.666666667
textmesh,A wooden bench,1.80952381,2.0625,1.6,1.736842105
textmesh,A brown horse,3.210526316,2.333333333,2.947368421,2.5
textmesh,A symmetrical arch,1.105263158,1,1.166666667,1
textmesh,A glass bottle,1.1,1.352941176,1.411764706,1.157894737
textmesh,A white rabbit,8.5,7.052631579,7.2,7
textmesh,A red bus,0.764705882,0.842105263,1.3125,0.789473684
textmesh,A blue jacket,6.736842105,5.111111111,5.444444444,5.714285714
textmesh,A delicious hamburger,7.857142857,6.625,6,6.842105263
textmesh,A canned Coke,8.388888889,7.736842105,6.85,7.55
textmesh,A badge shaped like a shield,2.789473684,2.666666667,2.8,2.428571429
textmesh,A black umbrella with a curved handle,5.052631579,3.681818182,3.857142857,3.80952381
textmesh,A bookmark with a tassel,2.952380952,3.0625,2.45,2.631578947
textmesh,A cactus with a blooming flower,6.166666667,5.095238095,5.117647059,5.526315789
textmesh,A candleholder made of wrought iron,6.80952381,6.125,5.5,6.052631579
textmesh,A chess piece carved from ivory,7.789473684,7.227272727,6.571428571,7.19047619
textmesh,A coffee mug with a chipped rim,5,5.052631579,4.5625,4.842105263
textmesh,A red rose with a thorny stem,1.421052632,1.166666667,1.833333333,1.285714286
textmesh,A lamp with a fabric shade,6.105263158,5.388888889,4.473684211,5.25
textmesh,A lipstick in a golden case,6.947368421,6.666666667,6,6.380952381
textmesh,A model airplane with spinning propellers,5.833333333,5.904761905,5.882352941,5.894736842
textmesh,A porcelain vase with dragon motifs,8.052631579,7.166666667,7.055555556,7.428571429
textmesh,A soccer ball signed by players,6.055555556,6.523809524,5.647058824,6
textmesh,A steel hammer with a rubber grip,5.85,4.764705882,5.705882353,4.736842105
textmesh,A stone castle with a drawbridge,6.157894737,5.909090909,5.904761905,6.047619048
textmesh,A straw hat with a blue band,7.285714286,6.25,6.2,6.473684211
textmesh,A teddy bear holding a heart,1.294117647,1.421052632,1.6875,1.315789474
textmesh,A wooden chair with a woven seat,6.263157895,6.055555556,5.3,6.047619048
textmesh,A headphone with cushioned ear pads,0.947368421,1.166666667,1.05,0.857142857
textmesh,A white sneaker with blue stripes,1,1.157894737,1.375,1
textmesh,"A bronze goblet encrusted with rubies, with swirling engravings of dragons coiling up its stem",4.6,5.588235294,4.352941176,4.578947368
textmesh,"A black bat with luminous red eyes, outstretched wings, and a detailed claw with subtle ridges",2.789473684,1.888888889,2.3,2.285714286
textmesh,"A square table with intricate carvings along the legs, a scratched surface, and a missing corner",6.857142857,6.6875,5.6,6.263157895
textmesh,"A golden lamp with an intricate bird and flower motif, and a glossy, amber-colored glass shade",6.5,7.095238095,6,6.631578947
textmesh,"A wooden chair with a broken leg, a cushioned seat, and carved spirals on the arms",5.105263158,5.954545455,5.571428571,5.666666667
textmesh,A porcelain teapot with a gold-trimmed spout and a painted phoenix spiraling around its surface,5.619047619,5.6875,4.6,5.473684211
textmesh,"A round clock with a cracked face, golden hands, and worn Roman numerals along the edges",0.631578947,1.631578947,1.222222222,1.047619048
textmesh,"A potted succulent with plump, fleshy, blue-green leaves edged in red and planted in a terracotta pot",1.117647059,1.421052632,1.1875,1.052631579
textmesh,"A gilded picture frame adorned with ivy leaves, enclosing an oil painting of a serene landscape",4.555555556,4.476190476,5.117647059,4
textmesh,"A blue hat with a wide brim, a finely stitched edge, and a silver feather pinned delicately to one side",5.238095238,4.8125,4.9,5
textmesh,"A blue jacket with silver buttons, fur lining on the collar, and a tear on the right sleeve",7.263157895,6.947368421,6.777777778,7
textmesh,"A yellow pencil with a polished finish, a sharply defined lead tip, and a vibrant red eraser",4.842105263,4.944444444,4.222222222,4.285714286
textmesh,"A glass bottle with a chipped neck, intricate patterns swirling along the sides, and a faded label",6.647058824,6.842105263,5.5625,6.421052632
textmesh,"A green cactus with twisted, gnarled branches, white spines, and tiny red flowers growing at the top",6.823529412,6,5.9375,6.052631579
textmesh,"A black cat with white paws, one torn ear, and piercing green eyes, sitting with its tail curled",3.631578947,3.842105263,2.722222222,3.380952381
textmesh,"A ceramic vase with swirling patterns etched into the surface, a chipped rim, and a long, narrow neck",6.05,6.882352941,5.588235294,6.052631579
textmesh,"A white dove with one bent wing, a scarred beak, and a single, grey feather among its tail",4.894736842,4.333333333,4.55,4.619047619
textmesh,"A bronze statue of a warrior with one arm raised, and a weathered, cracked base",5.055555556,4.285714286,3.794117647,4.157894737
textmesh,"A wooden cabin with a finely crafted stone chimney, detailed log walls, and a delicately carved wooden door",6.888888889,6.238095238,6,6.526315789
textmesh,"A golden crown with missing jewels, a slightly bent band, and intricate scrollwork along the edges",5.19047619,5.75,4.45,5.210526316
textmesh,A cactus blooming flowers made of glowing embers,2.2,2.235294118,1.823529412,1.894736842
textmesh,"A candleholder resembling a twisted, gnarled tree branch",5.894736842,4.818181818,4.952380952,5
textmesh,A castle built entirely from interlocking giant seashells,5.473684211,5.772727273,5.19047619,5.380952381
textmesh,"A chair made from intertwined vines, leaves still attached",5.157894737,5.388888889,4.888888889,5.047619048
textmesh,A flower that blooms metallic petals shaped like butterflies,1.277777778,1.047619048,1.058823529,1.368421053
textmesh,"A frog wearing a tailored shirt with tiny gold buttons, a red bow tie",5.047619048,4.375,3.8,4.368421053
textmesh,A headphone with ear cups shaped like intricate seashells,1.684210526,1.863636364,1.904761905,1.714285714
textmesh,"A hippo explorer dressed in a khaki outfit, with binoculars slung around its neck",6.1,6.411764706,6.176470588,6.315789474
textmesh,"A house made from oversized mushrooms, walls and roof",3.684210526,3.5,2.952380952,3.238095238
textmesh,"A house shaped like a giant teapot, complete with handle and spout",4.894736842,5.473684211,3.944444444,4.285714286
textmesh,A hummingbird with wings made of shimmering glass,4.263157895,3.5,3.3,3.523809524
textmesh,"A key carved from bone, adorned with tiny sculpted figures",5.736842105,5.947368421,4.722222222,5.619047619
textmesh,"A lamp in the form of a tree, branches holding lights",3.631578947,2.909090909,2.904761905,2.714285714
textmesh,A mushroom with a cap resembling a stained glass window,8,7.894736842,7.5625,7.526315789
textmesh,A paintbrush with bristles made of tiny flower petals,7.428571429,6.875,6.05,6.789473684
textmesh,"A rabbit with butterfly wings instead of ears, patterns vivid",4.444444444,4.526315789,3.85,3.85
textmesh,"A shoe designed to look like fish, scales detailed and shiny",4.263157895,5.944444444,4.9,4.904761905
textmesh,A skyscraper constructed from stacked books of varying sizes,5.388888889,5.380952381,5.176470588,5.473684211
textmesh,A sunflower with a center that is a functioning clock face,1.105263158,1.473684211,1.444444444,1.19047619
textmesh,An earring designed as miniature chandeliers adorned with crystals,5.444444444,4.421052632,3.55,4.15
textmesh,A black camera and a metal tripod,7.166666667,6.666666667,5.705882353,6.684210526
textmesh,A blue umbrella and a silver key,1.588235294,2.052631579,2.375,1.631578947
textmesh,A bronze helmet and a golden crown,2.777777778,3.263157895,3.75,2.85
textmesh,A photo frame and a furry teddy bear,2.263157895,2.272727273,2.428571429,1.904761905
textmesh,A wooden house and a coconut tree,4.052631579,3.444444444,3.666666667,3.571428571
textmesh,A wooden easel and a canvas painting,1.882352941,1.842105263,2.375,1.631578947
textmesh,A green apple and a bronze coin,4.684210526,4.631578947,4.388888889,4.285714286
textmesh,A green cactus and a glass bottle,5.421052632,7,6.8,5.904761905
textmesh,A leather wallet and a cotton hat,4.473684211,5.055555556,5.45,4.666666667
textmesh,A metal pen and a plastic ruler,3.166666667,3.526315789,2.75,2.9
textmesh,A plastic spoon and a ceramic cup,3.473684211,3.545454545,3.333333333,3.19047619
textmesh,A yellow lemon and a square table,2.842105263,3.5,2.947368421,3.1
textmesh,A red chair and a yellow tennis ball,5.421052632,3.894736842,4.166666667,4.333333333
textmesh,A round clock and a wooden shelf,0.526315789,1.157894737,1.055555556,0.714285714
textmesh,A silver teapot and a golden cup,3.428571429,4.25,4.2,3.684210526
textmesh,A white flower and a green vase,3.894736842,4.388888889,4.3,4.047619048
textmesh,A gray rabbit and a brown squirrel,1.526315789,1.315789474,1.055555556,1.333333333
textmesh,A wooden bench and a bronze statue,0.888888889,1.315789474,1.15,0.95
textmesh,A metal sword and a bronze shield,1.842105263,2.5,2.55,2.047619048
textmesh,A wooden table and a red candle,4.6,5.882352941,5.647058824,5.052631579
textmesh,A polished silver bell resting on a wooden stand,7.105263158,7.210526316,6.888888889,7
textmesh,A white orchid in a ceramic vase,3.263157895,3.666666667,3.3,3.142857143
textmesh,A white candle in an iron holder,4.210526316,4.111111111,4.25,4.142857143
textmesh,A set of dice beside a deck of cards,3.315789474,3.272727273,2.619047619,2.80952381
textmesh,A ripe strawberry on a delicious cake,3.263157895,3.222222222,3.2,3
textmesh,A pink backpack on a yellow kayak,6.631578947,5.222222222,4.842105263,5.85
textmesh,A rubber duck next to a wooden comb,4.761904762,6.0625,5.9,5.631578947
textmesh,A swallow on a red brick square chimney,4.666666667,3.631578947,3.85,3.65
textmesh,"A green plant on a rectangular, wooden chair",8,6.947368421,6.388888889,7.19047619
textmesh,A handwoven basket filled with a ripe peach,0.894736842,0.888888889,0.789473684,0.8
textmesh,A pair of black shoes beside a white hat,5.117647059,4.315789474,4.9375,4.263157895
textmesh,A blue butterfly perched on a yellow flower,3.055555556,2.666666667,3.176470588,3.157894737
textmesh,A guitar leaning against a wooden chair,2.222222222,2.526315789,3.05,2.4
textmesh,A brass key hanging on a metal hook,4.117647059,3.894736842,4.0625,3.842105263
textmesh,A glass teapot next to a porcelain cup,0.789473684,1.444444444,1.666666667,1.047619048
textmesh,A silk scarf draped over a wooden hanger,3.823529412,4.052631579,4.875,3.894736842
textmesh,A wooden crate holding a single red apple,4.714285714,6.4375,6.4,5.631578947
textmesh,A small wooden ship inside a glass bottle,3.526315789,2.578947368,2.888888889,2.857142857
textmesh,A small cactus inside a clay pot,9.055555556,8.428571429,8.529411765,8.894736842
textmesh,A black hat hanging on a brass hook,4.157894737,4.277777778,4.210526316,4.2
textmesh,A penguin is waddling with a fish in its beak,5.523809524,5.75,5.8,5.631578947
textmesh,A dog is barking at a cat with its tail wagging,2.952380952,2.9375,2.8,2.894736842
textmesh,A dog is licking an ice cream cone with its tail wagging,5.578947368,4.277777778,4.6,4.80952381
textmesh,A violinist in a black suit is playing a violin while standing on one foot,6.473684211,5.055555556,4.95,5.380952381
textmesh,"A cyan crab is holding a sharp, conical shell in its claw",4.055555556,3.666666667,3.352941176,3.578947368
textmesh,A yellow truck is crashing into a wooden house,1.842105263,1.736842105,2.166666667,1.571428571
textmesh,A man holding a book next to a tall bookshelf,2.684210526,2.222222222,2.611111111,2.333333333
textmesh,"A turtle is crawling to a circular, white shell",4.894736842,6.055555556,5.842105263,5.4
textmesh,A brown dog is chewing a high-heeled shoe,5.222222222,4.380952381,4.588235294,4.263157895
textmesh,A panda is chewing on bamboo while sitting on its hind legs,3.105263158,2.222222222,2.789473684,2.45
textmesh,A knight is polishing a shield while seated on a stool,6.65,5.235294118,5.529411765,5.315789474
textmesh,A dolphin is pushing a ball with its nose while swimming,3.526315789,3.611111111,3.8,3.476190476
textmesh,A bird is preening its feathers with its beak,4.052631579,3,3.055555556,3.333333333
textmesh,A duck is chasing a yellow ball with its wings flapping,4.210526316,3.5,3.777777778,3.523809524
textmesh,A knight is jousting with a lance while riding a white horse,6,4.684210526,4.4,4.9
textmesh,"A cat is playing with a ball of yarn, unraveling it with its paws",3.65,3.117647059,3.411764706,3.105263158
textmesh,A pirate is digging for treasure with a rusty shovel,5.888888889,4.578947368,4.6,4.35
textmesh,A boy is kicking a soccer ball with his foot raised,1.222222222,1.571428571,0.764705882,1.421052632
textmesh,A black cat is knocking over a glass with its paw extended,3.944444444,3.526315789,3.9,3.45
